#1 AntPos X;#2 AntPos Y;#3 Distance form nest;#4 Total Distance;#5 Total Y Distance
11.1102;19.9868;22.8672;0.196691;-0.186942
11.0423;19.8055;22.6757;0.390235;-0.368283
10.9589;19.637;22.488;0.577262;-0.536731
10.8715;19.4578;22.2889;0.776183;-0.715934
10.7748;19.2866;22.0923;0.971759;-0.887146
10.667;19.1393;21.9111;1.15084;-1.03444
10.55;18.9832;21.7178;1.34294;-1.19055
10.4372;18.8314;21.5303;1.53002;-1.34238
10.318;18.6692;21.3307;1.72977;-1.50459
10.1915;18.5151;21.1347;1.92651;-1.65868
10.0672;18.3604;20.9393;2.12305;-1.81331
9.94011;18.2053;20.7422;2.32183;-1.96847
9.8139;18.0503;20.5457;2.52028;-2.12346
9.68346;17.8884;20.3412;2.72705;-2.28537
9.55802;17.7313;20.1433;2.9272;-2.44245
9.43105;17.5749;19.9455;3.12771;-2.59881
9.30466;17.42;19.7493;3.3268;-2.75372
9.15547;17.2944;19.5683;3.5149;-2.87935
9.00735;17.1656;19.3853;3.70569;-3.00818
8.85627;17.03;19.1952;3.90417;-3.14369
8.70765;16.8741;18.9884;4.11796;-3.29965
8.55029;16.7055;18.7665;4.34724;-3.4682
8.41141;16.5566;18.5707;4.54989;-3.61719
8.27757;16.4099;18.3794;4.7477;-3.76384
8.13753;16.272;18.1934;4.94243;-3.90171
7.98926;16.1154;17.987;5.15717;-4.05839
7.85488;15.9706;17.7977;5.35402;-4.20315
7.72337;15.8368;17.6197;5.54057;-4.33695
7.58371;15.6936;17.4299;5.73958;-4.48012
7.44403;15.5558;17.2452;5.93449;-4.61791
7.30926;15.4046;17.0508;6.1368;-4.76911
7.17604;15.2516;16.8555;6.33958;-4.92214
7.05677;15.0935;16.6617;6.53748;-5.08022
6.94915;14.9286;16.4667;6.73344;-5.24519
6.847;14.75;16.2618;6.93662;-5.42369
6.74295;14.5842;16.0676;7.13119;-5.58954
6.63732;14.416;15.8706;7.32862;-5.75769
6.54637;14.2441;15.6764;7.52008;-5.92967
6.47881;14.0579;15.479;7.70866;-6.11582
6.40083;13.8784;15.2833;7.89872;-6.29537
6.29772;13.7208;15.0971;8.08658;-6.45293
6.24092;13.5065;14.8787;8.29225;-6.66723
